ID,Rating,Review,word_count
,1,not working after 1 year from date of purchase,9
,1,wrost quality product,3
,1,superb i love it nice quality,6
,1,havells service is very bad dont buy any havells productððð,10
,1,quality not gud,3
,1,bad product money wastejars leaking on lid,7
,1,its bad product and i will advice not to purchase,10
,1,cant even keep the water hot for 5 hours,9
,1,it is also bad product west your money,8
,1,very large size not fit in pocket,7
,1,poor quality colour drop,4
,1,very duplicate it broke before one month,7
,1,very bad quality,3
2498.0,1,worst quality waste of money,5
3190.0,1,product really wasted its not wardrobe its like shoe rack,10
,1,very poor quality,3
,1,very bad quality,3
,1,this is not a quality product i hate this,9
,1,not worth for cost,4
3065.0,1,no enough equipment,3
,1,poor quality damaged in very short time,7
,1,very bad product,3
2199.0,1,hdmi cable very poor quality,5
,1,very poor brake not worth for money,7
,1,products not good,3
,1,not performing task properly,4
,1,wrost prod fabric got deteriorated within 2 wash,8
,1,fabric quality bad not as expected,6
,1,the quality of the product is not good,8
,1,never ever buy this product quality was not good,9
,1,very local phone very very bad,6
,1,this is not good,4
,1,not good product very bed peking very slow dilivry,9
,1,not worth for money,4
,1,poor quality wast of money touch button not working,9
,1,after two month use the device didnt bootopen,8
,1,bleu collor bad,3
,1,product quality not better,4
,1,its too small unexpected,4
,1,colour of dullbedsheet cotton but not good colour,8
,1,full damage protect,3
,1,material is not good n no soft,7
,1,worst quality items,3
,1,not good its faltuðð³,4
,1,no bettery back up not work well,7
,1,very bad product and very very bad for his service,10
,1,suction is very low dont buy it,7
,1,very bad fan,3
,1,nor good as described,4
,1,not buying this product,4
,1,very very bad quality,4
,1,i hate this product,4
,1,it is not working after 10 days of purchas,9
,1,the product is useless and waste of money,8
,1,no1 thirt class product dont buy hdmi not connected arc,10
,1,useless and pricey,3
,1,dont buy this product it does not wash properly,9
,1,it is not large just making foolvery costly,8
,1,very small product waste of money,6
,1,not that good not happy,5
,1,speeker not support,3
,1,very poor product,3
,1,its very bad,3
,1,my keyboard isnt workin so disappointedvery bad flipkart,8
,1,battery backup is very low worst product,7
3232.0,1,very bad product,3
,1,very poor quality dont buy this,6
,1,very low quality,3
,1,very slow rpm speed very bad in this cast,9
,1,its not good quality,4
,1,not a good product,4
,1,quality is too bad at the price mentioned,8
,1,not as expected,3
,1,stitching is not good torn in one wash,8
,1,bad product very bad 6hrs letter internet connection off continue,10
,1,not good in quality,4
,1,so cheep quality and product not working,7
,1,not best quality,3
,1,product is good but received damaged,6
,1,size not fit,3
,1,very bad ð,3
,1,too small size,3
,1,not as per expectations,4
,1,too much noise,3
,1,dont buy this is made in china,7
,1,not goodpoor quality and defective pieces sold,7
,1,product packing damaged,3
,1,itâs not that much good,5
,1,sensors are not working my helicopter fly away,8
,1,very baid product,3
,1,very good item spend of the cost,7
,1,amazing goes inside even small spaces,6
,1,product quantity is low during cycling the peddle got out,10
,1,poor quality dont bay waist of money,7
,1,not fit for outdoor camera,5
,1,very bad quality and so much dispointed this product,9
,1,doesnt get connected to many wifi connections,7
,1,worst after wash,3
,1,wast product plz dont by this,6
,1,poor quailty product,3
,1,not good this product,4
,1,not working in first day,5
,1,air flow is not good,5
,1,i got tv with display complaint,6
,1,the painting of tshirt was removing,6
,1,it not detects wifi,4
,1,not working properly easily slip from one place to another,10
,1,worst quality dont buy it,5
,1,quality is bad,3
,1,slow process and over heating,5
,1,worst product my data has been lost completely,8
,1,please dont buy not working,5
,1,very bad quality cotton,4
,1,bad product after 3 month blinking display,7
,1,very bad quality,3
,1,bad very bad,3
,1,very poor quality,3
,1,very very bad,3
,1,not connected to more than one device,7
,1,the product is not good poor quality,7
421.0,1,send damage product dont buy,5
,1,in a word not satisfied,5
,1,product just lasted 1 month with very minimal use,9
,1,product not working at all,5
,1,very poor quality waste of money,6
,1,it is very bad product,5
,1,feeling more sleepy after having it,6
,1,extremely poor product not of good quality,7
,1,very bad fan no policy return,6
,1,dont buy poor quality,4
,1,worst product ever dissappoint with flipkart,6
,1,very very bad product dont buy,6
,1,remote is very delicate,4
,1,useless product broke soon,4
,1,not able to connect,4
,1,it is defective can not use want to return,9
,1,no change in taste,4
,1,not comfortable at all,4
,1,not workingonly worked 3days,4
,1,after installing the cartridge ink level is showing as zero,10
,1,low sound and not good very bad item dont choose,10
,1,very small size not for value,6
,1,very worst moisturizer lots of oily effect,7
,1,poor in quality,3
,1,its not working west my mony,6
,1,not bad but not so soft quality not so good,10
,1,cardbord material bad quality,4
,1,very bad quality,3
,1,local chaap product labour quality,5
,1,material is not good,4
,1,very cheap quality,3
,1,very bad product very chip kind of quality used,9
,1,no water proof,3
,1,dont buy this ball 100 too bad ball,8
,1,very low quality product only very bad product,8
,1,product is not good,4
,1,waste product not hot,4
1050.0,1,grill is not good,4
,1,got broken piece,3
,1,inverter is not charged my battery inverter is not working,10
,1,not strong very delicate,4
,1,waste of money bad quality,5
,1,very small size,3
,1,sound quality is not good,5
,1,product quality is very bad,5
,1,not worth the money after 3 months not working,9
,1,overal product not wow product just ok ok product,9
,1,cook and warm buttons not working properly,7
,1,not detecting files in tv,5
,1,poco c31 not good mobile,5
,1,very bad products battery backup very low,7
,1,very bad product totally wastage of money,7
,1,waste of money dont buy,5
,1,dont buy this productwaste of money,6
,1,dont buy ever from flipkart,5
,1,waste of money,3
,1,dont best your monny this is verry bad proudect,9
,1,this products 6 size is oversized worst experience,8
,1,dont buy very cheap product,5
,1,casting not properly supported like video and images,8
,1,poor product look like old,5
,1,the prise is very high,5
,1,quality is not good,4
,1,it was very bad,4
,1,50 seed germination,3
,1,good but not satisfied this product ðððð,7
,1,very poor quality and printing is missingthreads are missing,9
,1,not properly quality,3
,1,worst product i will never seen in flipkart,8
,1,not fitted properly in other mop rod,7
,1,great deal best price,4
,1,very dad product,3
,1,bad stitchingover size,3
,1,very bad product,3
,1,waste of money like was not perfectpoor quality,8
,1,third classno pressure,3
,1,price is too highnot worth it,6
,1,sending poor products,3
,1,not work waest of money,5
1422.0,1,not working properly after 1 month,6
,1,dont buy this item colour fade in one wash,9
,1,worst worstit is automatically off while charging amobile,8
,1,price drop too noice produce,5
,1,this product is very low quality,6
,1,after clean frist time the colour is not good,9
,1,the plants were so crushed ðð,6
,1,very bad product charge not charge watch dont buy,9
,1,low qualitybaad product,3
,1,very bad dont purchase guys,5
,1,it stopped working after 3 months of useits pathetic,9
,1,very poor not good quality,5
,1,third class product,3
,1,very bad product not grinding properly making over noice,9
,1,very bad product,3
,1,donât buy it,3
,1,this product is not a good for running,8
,1,5 gh wifi range is very low,7
,1,fabric quality not good,4
1560.0,1,phone is value for maney but camera is bad condition,10
,1,waste of money,3
,1,quality not good,3
,1,cloth and stick is low quality,6
,1,poor quality and very small in size,7
,1,nice but clothes is not so good very thin clothe,10
,1,poor quality and does not work properly,7
,1,sensor not working waste of money,6
,1,very low quality product,4
,1,dombest this i ever buy,5
,1,very bad quality and size problem small size,8
,1,very poor quality,3
,1,laptop get hanged while connecting not that much good experience,10
,1,bad quality please dont buy,5
,1,very slow rpm speed very bad in this cast,9
,1,please do not buy this product,6
,1,waste itom just two days working after dead,8
,1,worst quality ever,3
,1,bad quality not recommended,4
,1,its very bad,3
,1,best best best best best bestbest best best,8
,1,it is waste of money,5
,1,very bad do not buy,5
,1,low quality blanket,3
,1,worst productâ colour fadedam very disappointed,6
,1,not expected size,3
,1,hanging more when it is old,6
,1,price is more and meter is small,7
,1,quality not good as like only bad product,8
,1,its not good,3
1145.0,1,worst product dont buy,4
,1,very bad because calling function is not support,8
,1,worest quality and look like cheep rubber products,8
,1,not good quality,3
,1,waste quality very poor jars are not grinding properly,9
3092.0,1,very small in size,4
,1,bed creaks upper side,4
,1,worst product ÿ,3
,1,this is not cotton microfiber clothes,6
,1,fitting is not good,4
,1,material quality is so bad,5
,1,product is not good as u shown,7
,1,freezer is not working properly,5
,1,bought corner broken after 1 day of delivery date,9
,1,causal and not so good battery ð backup is worst,10
,1,itâs waste of money never go for it,8
,1,not good light weight,4
,1,best moneybad quality and missing items,6
,1,its not working waste of money,6
,1,no centre sponge hate my baby,6
,1,low quality waste money,4
,1,very poor and bad,4
,1,quality is low of clothes,5
,1,25mbps file transfer is very low,6
,1,so poorcheap quality,3
,1,only five aero seeds varieties of flowers dont buy,9
,1,bad prodct ðð,3
,1,the built of the body of this tab is worst,10
,1,bahut havy hh tutne ka chance v h,8
,1,bad quality durability is very low,6
,1,product is goodbut two plates broken,6
,1,it was so small ððððð,5
,1,worost product once charge after not switching on,8
,1,grind not well,3
,1,the glass big jar not working,6
,1,worst quality and not working,5
2094.0,1,dont buy this product because installation is very hard,9
,1,very poor quality please dont purchase this item,8
1058.0,1,worst phone damn damn heavy and camera quality is worst,10
,1,worst product ive ever seen before,6
,1,very poor quality in this budget,6
,1,dont by it doesnt work properly after 56 days,9
,1,not worth it did not work as specified,8
,1,very low quality,3
,1,bad paper type material,4
,1,very bad quality,3
,1,after 2month damagedâworst product dont buy it,7
,1,inadequate performanceneed to scrub all the vessels before loading,9
,1,dont buy poor quality,4
,1,ok type product range is too less,7
,1,very small in size,4
,1,worstleaves are loose,3
,1,very bad dont buy this,5
,1,dont buy dont work properly,5
,1,can not take tea for more than one hour,9
,1,its not working,3
,1,waste of money,3
,1,qualti is not good,4
,1,light is too low and remote not working well,9
,1,very poor quality money is wasted 20 days after that,10
,1,very bad quality product,4
,1,worst product with in one month remote not working,9
,1,i found my item as not running condition,8
,1,not good product,3
1423.0,1,very humid bad purchase poor quality total money waste,9
,1,broken piece sent,3
,1,produt no best,3
,1,waste quality lights are missing,5
,1,no assembly support will be provided,6
,1,that is no good product,5
,1,not good very small height shelf,6
,1,at this range the product is not best,8
,1,very poor quality,3
,1,size not slim fit and clothe no quality,8
,1,most bad quality in the world,6
,1,very bad qualityfaded in one wash,6
,1,waste of money no battery backup,6
,1,hdmi not supporting,3
,1,voor poor quality,3
,1,no quality waste proudect two legs not standarded,8
,1,very bad quality just sand,5
,1,normal product ha,3
,1,not working after 2 weeks,5
,1,third class quality i didnt expect from flipkart fully disappointed,10
,1,this watch is very much useless dont buy itð,9
,1,dont buy this product worthless,5
,1,buy mi router instead no range at all,8
,1,no assembly support will be provided,6
,1,pure bed product,3
,1,it doesnt workworst thing pls do not purchase,8
,1,product is low,3
,1,sound breaks at loud volume,5
,1,low quality totally disappointed,4
,1,worst and very bad product,5
,1,bad camera qualitydiplay quality also very badhang problem,8
,1,this is worst camera please dont buy,7
2885.0,1,poor quality bat not bed colour not same,8
,1,itâs quality is very bad,5
,1,battery backup is not good,5
,1,item is worst,3
,1,got this error several times ð,6
,1,very bad not able to grinde properly,7
,1,worst product within use of 6 months it broke,9
,1,wast for money ð,4
,1,very poor quality,3
,1,very bad quality,3
,1,product is not good quality,5
,1,this product is waste,4
,1,very poor quality,3
,1,worst product always needed a device to cast not recommended,10
,1,it makes high noise and give off motor burnt smell,10
,1,very bad paisa vasul local sound,6
,1,very poor and third class quality ð,7
,1,one is torn very bad,5
,1,quality is very bad broken while eating,7
,1,very poor quality this product,5
,1,its not connecting properly,4
3025.0,1,demo size 109 cm but this product is too smaller,10
,1,worst productworst product,3
,1,quality not good material is low quality,7
,1,very bad productwaste of mony,5
,1,very bad shoes dont buy,5
,1,within 3 months water heating stop,6
,1,waste of money,3
,1,not good flipkart no retan palisi,6
,1,finishing of the product is not satisfactory,7
,1,worst plz dont buy its really costally,7
1043.0,1,quality is not good,4
,1,very bad quality,3
,1,size is too small,4
,1,dont buy this product it stop working within a month,10
,1,very bad product,3
,1,it is broken while opening,5
,1,waste of money,3
,1,3rd class product with 3ed class service,7
,1,leakage within 4daysnot repairable,4
,1,its not good,3
,1,it ll not wash properly,5
,1,very cheap product,3
,1,verry very bad pls dont buy this butterfly750w,8
,1,after 10dy home theatre extra sound center speaker demage,9
,1,quality is not as expected not foldable and adjustable,9
,1,ved product hit capicati is only 12 hour,8
,1,quality not good poor finishing,5
,1,material not comfortable at all,5
,1,stopped working in 1 month,5
,1,low quality and bad fitting,5
,1,very poor products,3
,1,quality bagaleduvery bad smell,4
,1,dont waste of money,4
,1,quality is not good,4
,1,very bad stb and tubicast app not connected,8
,1,worst product dont buy anyone,5
,1,dead set no function,4
,1,bowls are really small good quality but small,8
,1,low quilitty scratch prodect,4
,1,donot buy this product black brodor,6
,1,very low quality,3
,1,not good it is taken time for hot water,9
,1,useless product worth it cheap product,6
,1,with one wash product damage,5
934.0,1,worst phone damn damn heavy and camera quality is worst,10
,1,very bad quality products,4
,1,it doesnt look like velvet,5
,1,bad product iron box is not working,7
,1,bowls are too small not worth overall,7
,1,poor quality packing damaged product received,6
,1,not good quality,3
,1,manufacturer defect product i hate it ð,7
,1,very poor quality for this high price,7
,1,dont buy this product ððððððð,5
,1,slow heating issues,3
,1,food is not workingvery bad product delivered,7
,1,worst product dont buy doesnt have return option also,9
,1,very bad not able to grinde properly,7
,1,open box and old remote,5
,1,waste of money,3
