ID,Rating,Review,word_count
1693.0,5,best products realme 9icamera is so beautiful,7
1737.0,1,not a good product from realmeplease dont buy this,9
1739.0,1,no advice for this mobile,5
1742.0,1,dont purchase this smartphone,4
1743.0,1,loss off money,3
1747.0,1,not a good product from realmeplease dont buy this,9
1749.0,1,no advice for this mobile,5
1752.0,1,dont purchase this smartphone,4
1753.0,1,loss off money,3
1769.0,5,very good mobile,3
1771.0,5,nic cemera thanxss filpcart,4
1773.0,5,realme 50 i best,4
1778.0,5,very good mobile,3
1780.0,5,nic cemera thanxss filpcart,4
1782.0,5,realme 50 i best,4
1783.0,5,vari nice product,3
1789.0,5,best price best phone,4
1793.0,1,bad quality bad performance,4
1799.0,5,best price best phone,4
1803.0,1,bad quality bad performance,4
1864.0,5,nyc and gud,3
1866.0,4,this is good working low noise,6
1867.0,5,very nice product power is also good,7
1868.0,5,im happy happy good work washing machine,7
1871.0,5,must buy highly recommended just go for it,8
1873.0,5,vary good product i am very happy,7
1879.0,5,very goodthank you flipkart,4
1899.0,5,very goodthank you flipkart,4
1911.0,5,good lookingfast workinggo for it,5
1913.0,5,product is good,3
1921.0,5,good lookingfast workinggo for it,5
1923.0,5,product is good,3
1930.0,4,good go for it,4
1935.0,5,awesome product thanks to flipkart,5
1938.0,5,very good performance,3
1967.0,5,must buy great product at great price,7
1972.0,4,all over good,3
1990.0,4,easy to use,3
1991.0,5,superb performance washing machine,4
2001.0,2,heavy vibrations taking too much time,6
2003.0,1,motor sound very high,4
2004.0,4,nice products i am full satisfied,6
2009.0,5,easy to use works fine good one,7
2012.0,5,qulity super excellent,3
2016.0,4,very good product and service,5
2021.0,5,super machin work good,4
2029.0,5,good machine for four member family,6
2035.0,5,wonderful productgood packaging,3
2049.0,4,value for money good delivery,5
2060.0,4,xlent product from flipcart thanq,5
2062.0,4,nice product easy to use very comfortable,7
2064.0,5,value for money and best quality,6
2069.0,4,nice design and work properly good working excellent condition,9
2074.0,5,i am extremely satisfied,4
2075.0,4,value for money on time delivered,6
2081.0,2,heavy vibrations taking too much time,6
2083.0,1,motor sound very high,4
2084.0,4,nice products i am full satisfied,6
2087.0,5,comparable for joint family,4
2089.0,4,excellent washing machine at this price,6
2091.0,5,value for money,3
2093.0,4,very goo product i am very happy,7
2099.0,5,low price gud quality,4
2103.0,1,worst moniter dont buy this,5
2105.0,5,extremely satisfied been using for 3 weeks,7
2106.0,5,very good productmust buy,4
2111.0,5,i love it its amazing very good product,8
2112.0,4,good product but delivery very late,6
2115.0,5,the monitor is so good good delivery,7
2126.0,4,good product with low price,5
2130.0,5,nice product good working image quality very nice,8
2139.0,5,packaging is very good and led looks fabulous love it,10
2145.0,5,best monitor for gaming 75hz 1ms perfect,7
2146.0,5,superb monitor loved it,4
2162.0,5,this is a good quality i am satisfied,8
2165.0,5,dell monitor best view picture quality,6
2171.0,5,very nice and the picture quality is very nice,9
2173.0,5,good monitor hdmi powercable,4
2188.0,5,awesome product by flipkartmust buy,5
2189.0,5,i am very happy,4
2190.0,4,i love this product,4
2198.0,5,value for money monitor with ips panel,7
2199.0,1,hdmi cable very poor quality,5
2200.0,5,excellentecome exapress also very fast delivery,6
2202.0,5,good product ips panel monitors value for money,8
2204.0,5,awesome product by flipkartmust buy,5
2205.0,5,i am very happy,4
2206.0,4,i love this product,4
2213.0,5,except sound issues test everything is good and best option,10
2214.0,5,as expected from dell,4
2218.0,4,it was good,3
2219.0,5,awesome product full hd screen 24 inch colours is bright,10
2232.0,5,awesome product must buy recommended for photo and video editing,10
2236.0,5,awesom ips led monitor,4
2241.0,5,this monitor is best,4
2265.0,5,awesome product by flipkartmust buy,5
2266.0,5,i am very happy,4
2267.0,4,i love this product,4
2276.0,5,best prise good quality,4
2278.0,5,dell 27 in perfect sizesuper,5
2283.0,5,good product amazing,3
2285.0,5,amazing work good quality display mindblowing super fast delivery,9
2299.0,5,great display accurate colours at this price range,8
2302.0,5,only one issue with adapter,5
2.0,5,best budget 2 fit cooler nice cooling,7
4.0,1,very bad product its a only a fan,8
5.0,3,ok ok product,3
7.0,5,very good product,3
9.0,1,very bad cooler,3
11.0,5,beautiful product good material and perfectly working,7
14.0,5,wonderful product must buy,4
15.0,5,nice air cooler smart cool breeze producer,7
21.0,5,very nice product,3
23.0,5,nice product with the reasonable price,6
24.0,5,i like it,3
27.0,5,good product kawaleti,3
28.0,5,very good cooler amazing beautiful designs affordable price,8
29.0,5,using since 3months great experience,5
30.0,5,very good performance and nice look,6
34.0,5,very nice product,3
35.0,5,very soundless product and low price other company,8
47.0,4,excellent producthappy with resultnice air flowosm cooling,7
48.0,5,cooler works fine and it is inverter friendly,8
50.0,5,perfect product for large size room,6
56.0,4,good product nice air flow and no noice,8
57.0,5,in this price good cooler,5
58.0,4,is good for many,4
61.0,5,looks like monster cooler it is working as awesome,9
62.0,5,very nice product thank you flipkart,6
66.0,5,best cooler i bought 6884,5
68.0,1,cooler not provide cool air because 1year experience,8
69.0,5,a good product in budget,5
70.0,4,packaging excellent value for money product,6
71.0,5,delivered within 2 days working good,6
75.0,5,very nice product and delivery is satisfied,7
78.0,5,on time delivery received exact productthank u flipkart,8
79.0,5,maharaja always no 1,4
80.0,5,awesome product love this,4
81.0,2,poar quality plastic material is not good,7
82.0,4,value for money,3
84.0,5,fantastic product great cool,4
86.0,4,best at its price,4
88.0,1,cooling fan problem,3
92.0,5,good and sufficient size,4
97.0,5,good product delivery on time,5
98.0,5,nice product deliver in time,5
102.0,5,very good product,3
103.0,4,valu for money,3
105.0,1,worst product fan speed very slowlike nothing,7
109.0,4,oh really really very good i am so happy,9
110.0,1,low air and not cooling as axcpected,7
111.0,5,super cooling system,3
112.0,5,very nice working,3
115.0,5,wonderful product can go for it,6
116.0,4,really desert cooler super cool,5
118.0,1,water inlet is not good,5
121.0,3,not so good,3
124.0,5,not working motors and very bad poor maharaja cooler,9
125.0,5,very good product worth buying,5
127.0,2,fan speed is slow and making lot of noise,9
128.0,5,nice cooler perfect for hall,5
129.0,4,very good cooling,3
136.0,5,good condition best cooling,4
139.0,5,superb nice coolingsimply awesome unbeatable at this price range,9
145.0,1,this cooler is not not cooling the room,8
147.0,4,cooling system is good,4
149.0,5,awesome for big rooms,4
152.0,3,speed is very slow,4
156.0,1,not satisfied with the cooling very bad cooling,8
158.0,5,very nice product i am happy,6
159.0,5,i like it it is good,6
163.0,5,as expected its fit to 150sqft room cool air,9
164.0,1,fan speed low and do not proper cooling,8
166.0,4,good but its too big,5
168.0,4,good quality product drain system needs improvement,7
169.0,5,best cooler in market,4
172.0,4,fantastic product thanks maharaja filpcart,5
174.0,1,very useless service,3
176.0,5,occupies space but is worth it,6
180.0,3,cooler is good but very dirty smell ø,8
182.0,3,built quality is not up to the mark overall avearge,10
186.0,4,good working in maharaja,4
187.0,5,nice cooler you can go for it,7
189.0,4,value for money,3
190.0,3,cooling very late n water will come slowly,8
191.0,4,good but how to wash the cooler its tension,9
193.0,3,fan speed is low but great cooling,7
196.0,1,waste of money,3
197.0,1,not god air thorw not god quality not accepted,9
198.0,4,cheap and best cooler even good for extreme summer,9
200.0,5,i am very happy,4
202.0,3,air throw weak,3
204.0,1,too much big size,4
211.0,5,very good in time delivery beautiful organization from flipcortthank you,10
218.0,5,value for money,3
226.0,5,very good product very nice cooling,6
227.0,5,good one very less noise,5
229.0,5,its greatworks like an ac,5
230.0,5,best coolerlow noise and better cooling,6
233.0,5,awaesome cooler it is better than symphony,7
234.0,5,flipkart delivery very nice and product in this time good,10
235.0,5,cooler is so good and cooling bestthank you flipkart,9
237.0,4,nice product cooling air,4
238.0,5,best air cooler,3
241.0,4,its best small family,4
242.0,1,extremely horrible servicedo not order,5
244.0,5,verry good indian fast desert coolar verey verry nise product,10
245.0,4,air cooler is better im happy recived your product,9
255.0,1,worst product dont waste your money,6
257.0,5,nice cooler awesome product,4
258.0,3,blade of cooler fan is broken,6
259.0,2,air delivery is very bad not even cooling 10x13 room,10
261.0,3,performance reduced after 2 months,5
263.0,1,worst model all user please dont buy,7
267.0,5,overall good product cons come without stand,7
268.0,4,good product nd fast delivery,5
269.0,3,good bt without wheel or stand very difficult to move,10
270.0,5,best product with resionable price,5
271.0,5,it is ok,3
274.0,5,coling is best another cooler,5
276.0,5,good to go,3
280.0,5,cooler chilled the room very fast,6
281.0,3,its good but size is too big,7
288.0,5,its very good products in online its very well,9
290.0,1,its a very poor quality product dont buy its,9
291.0,4,good with price,3
292.0,5,too good product,3
293.0,4,excellent cooler happy with it,5
295.0,1,worst product ªªª,3
296.0,3,plastic quality is not that strong as of symphony coolers,10
297.0,5,very good product,3
299.0,1,nonetheless i gives the feel of ac,7
303.0,3,air flow is not that good,6
304.0,3,no stand and little noisy cooler,6
305.0,4,very nice product,3
308.0,4,nice product with decent price,5
309.0,4,prompt delivery satisfied value for money,6
310.0,5,its awesome cooler,3
314.0,5,best cooler heavy duty stong body,6
318.0,1,no expected speed and not cooling this product,8
321.0,5,fantastic coolar nice cooling like ac,6
322.0,5,nice product cooling and speed is good,7
324.0,4,nice cooling nice products but body isnt properly fit,9
325.0,5,superb cooler in this price,5
328.0,5,nice cooler cooling awesome,4
329.0,4,very nice product,3
333.0,5,excellent air cooler,3
334.0,4,overall very goodbut warranty card 3 month ago,8
336.0,5,super very good product,4
337.0,5,nice one no need of ac,6
338.0,5,fantastic cooler in this range chilled more than expected,9
343.0,5,awesome product if possible pls provide wheel stand with product,10
345.0,3,unable to open to change water or grass,8
347.0,1,dont buy any one,4
349.0,5,this is best air cooler within 8k price tag,9
350.0,4,cooling is perfect,3
352.0,5,awesome in everythingvalue for moneynice cooling,6
353.0,4,cooler is jabardast but not honeycomb pad,7
354.0,5,very good product in this price,6
355.0,5,minimum price maximum performance,4
358.0,5,very nicecooling very goodsize big,5
361.0,5,very nice product i am satisfied this order,8
365.0,5,very very nice product,4
366.0,3,product does not working defective please return,7
367.0,4,best performance and minimum soundthanku flipkart,6
368.0,5,superb go for it,4
370.0,5,good productdelivered in few days,5
371.0,1,no doubt it is good in this price,8
376.0,4,thank u flipcart for quick delivery,6
379.0,5,one of the best cooler good use plastic meterialbest cooling,10
380.0,5,very good product,3
381.0,4,value for money good,4
387.0,5,super cool and quality,4
388.0,5,excellent team safe hygiene deliveryproduct working really great,8
391.0,5,nice product in this price,5
393.0,5,low on noise high capacity big inner space for cooling,10
395.0,5,best cooler i got it for 7k,7
396.0,5,good but there is have no stand thats much desopointed,10
399.0,4,excellent but its big sound as compare to others cooler,10
401.0,4,nice cooler in this range,5
402.0,4,cooler is good and nice coolingnice service nice coolling,9
403.0,5,this cooler is cool,4
407.0,1,not good water leaking after one month return period,9
410.0,5,affordable and best quality,4
413.0,1,not support after shell warranty,5
415.0,5,good cooling minimum power consumption over all good,8
421.0,1,send damage product dont buy,5
424.0,4,its just take lots of water,6
425.0,5,very nice best cooler must buy,6
426.0,5,its simply awesome all in one just go for it,10
427.0,4,plastic body is weak rest everything is good,8
430.0,5,one of the best best product,6
436.0,5,very nice products,3
445.0,4,nice cooler at this price,5
446.0,3,good but not exact what i expect,7
448.0,5,nice product big sizeworth of money fast delivery,8
452.0,5,v good cooler,3
453.0,5,i love it,3
454.0,4,very fast delivery thank you,5
459.0,5,awesome product by maharaja whiteline,5
460.0,5,very good product,3
462.0,4,product is good not got suitable stand,7
465.0,5,best in my room,4
468.0,5,very nice recommended,3
470.0,5,good productbuying worst,3
472.0,4,working properlylike this cooler,4
473.0,5,nice product superb cooling and supersilent,6
476.0,5,very good cooler feeling like ac in summer,8
477.0,2,it is suitable for 1 man only,7
478.0,5,i love it,3
480.0,4,its work awesome luv it,5
484.0,4,good delivery value for money best cooler ever,8
488.0,4,you can also buy without any hesitation,7
489.0,5,nice product working is good,5
490.0,4,very good product,3
491.0,5,nice product value for money,5
493.0,4,very good air cooler,4
495.0,3,very good product,3
497.0,4,very good item very nice thank you flipkart,8
498.0,5,great deal perfect cooling,4
499.0,2,room is not cooling cooler is throughing only normal air,10
503.0,4,its good preoduct nice,4
506.0,2,speed not good very slow,5
509.0,5,amazing n big air cooler ø i love it,9
510.0,5,very good product,3
512.0,5,using from a month now and results are good,9
516.0,1,waste of money dont buy,5
526.0,3,cooler body is very weak,5
527.0,3,big cooler but speed is average,6
530.0,5,nice cooler good fantastic cooling not less than air conditioners,10
533.0,5,nice product good job,4
534.0,5,value for money,3
535.0,5,large in size,3
538.0,3,product is good i give 3star,6
540.0,5,very good cooler in this price,6
542.0,5,got it for 7200 value for money,7
544.0,5,great product at that price,5
545.0,5,nice products but one problem brod size,7
554.0,1,capacity of cooler is not 65lt water indicator not work,10
555.0,5,awesome product must buy it,5
557.0,1,bad quality product,3
559.0,4,nice and super cooling,4
560.0,5,good purchase at this range of price,7
564.0,5,actual fan motor 91 waat and rpm1350 this is true,10
566.0,3,product is not same as shown in figure,8
567.0,3,okay okay product,3
571.0,5,nice product with super cooling,5
572.0,5,good product and great cooling,5
576.0,5,i bought it for rs 6900 and its awesome,9
577.0,5,very satisfied i gifted to my father,7
582.0,4,cooler is good good cooling fan speed triple slow,9
583.0,4,good super cooling,3
586.0,5,very good experience,3
588.0,4,good productand add ice box remote control panel better,9
590.0,3,fan speed is slow but cooling is okay,8
592.0,4,best cooler under 10000 range,5
593.0,5,super cool thanks flipkart,4
595.0,5,nice product and nice delivery,5
596.0,5,best in its class,4
598.0,5,cheap and best really awesome one,6
601.0,4,best cooler ever,3
602.0,3,average got smell using 2 times after filling water,9
605.0,5,no need of ac instead of this maharaja rambogreat cooling,10
613.0,5,best price best product,4
614.0,4,cooling air awesome but little noise,6
617.0,5,very niceon time delivery,4
618.0,5,thanku flipkart nyc product,4
619.0,4,fan speed is slow every thing else is perfect,9
622.0,5,very smoothgood product,3
625.0,2,light indicater and l1 l2 not showing product,8
626.0,2,cooler is good but only auto swing is not working,10
627.0,5,great qualitycooling is nice,4
629.0,5,super cooling capacity excellent desert cooler,6
630.0,1,not that good that mentioned,5
633.0,5,finalize in 65k so very nice budget cooler,8
634.0,5,ok fine work,3
637.0,4,i am happy,3
638.0,5,thanks i happy,3
641.0,5,nice worth for money,4
644.0,5,i got 7199 best in segment,6
645.0,5,good product in this price,5
647.0,3,durability is questionablecooling is normal,5
650.0,5,very nice product,3
651.0,4,product is very powerful cooling capacity very good,8
654.0,5,nice coolingnice product,3
655.0,5,best cooler i have ever seen,6
661.0,5,good quality and delivery service very good thanks flipkart,9
664.0,5,very very good,3
665.0,5,best cooler in under 7k,5
667.0,5,nice product i am happy with this product,8
668.0,5,very effective for this summer,5
669.0,5,this item is superb and excellent,6
678.0,1,worst experience with flipkart,4
679.0,4,nice product from maharaja thanks to flipkart for fast delivery,10
692.0,5,working as expected,3
700.0,5,very great experience,3
701.0,1,bad bad quality and bad courier service,7
702.0,5,good air throw,3
704.0,1,very bad product totally vest of money,7
712.0,4,super thanks flipkart,3
714.0,4,large space neededworking good,4
716.0,5,very nice product,3
718.0,5,working fine sofar as expected,5
719.0,4,coolest cooler tough product must buy,6
720.0,5,delivered on time thanks flipkart,5
721.0,5,best cooler if using for small room,7
723.0,4,nice but could have been better,6
728.0,1,large sizecooling is low,4
732.0,4,good air cooler,3
733.0,1,body veey poor,3
738.0,1,maharaja cooler very poor colety,5
739.0,4,very good cooler amazing cooling paisa wasool,7
740.0,5,its really a good product im happy with this,9
741.0,3,normal dont expect more,4
743.0,5,vry nice product,3
750.0,5,superb product first cooling capacity,5
754.0,2,very bad product,3
755.0,2,less than one monthmoter automatically burnno replacement gurantee,8
758.0,4,superb product cooling efficiency was soo good,7
763.0,5,good cooler with good range,5
765.0,2,cooler is average small size and costly rather than market,10
766.0,3,nice product but flipcart delayed the delivery 10 days,9
771.0,4,its a good product from maharaja can go for it,10
775.0,5,nice delivered in proper condition,5
780.0,5,just go for itsuper cooling,5
784.0,1,till now its goodrest well see,6
786.0,5,very good cooler in this price range,7
789.0,5,best dessert cooler in plastic body with lower power consumption,10
790.0,4,good product in reasonable price,5
792.0,4,good product on time delivery,5
793.0,1,very big and very worst performance total money waste,9
794.0,5,wonderful product go for it,5
795.0,5,nyc packingnd product is amazing,5
796.0,5,superrrrr cooling tq to flipcart,5
797.0,4,nice and fine,3
799.0,3,good for singale room,4
801.0,3,take more space,3
802.0,5,awesome product very happy with the performance,7
805.0,5,delivered safelyhv to wait for review,6
806.0,5,very good product u should buy,6
807.0,5,nice product satisfied thanks flipkart,5
808.0,5,nice cooler high cooling capacity and heavy and durable body,10
809.0,5,superb very very good paisa vasul,6
811.0,5,excellent product with excellent delivery speed,6
814.0,4,nice product on time delivery,5
923.0,5,very nice cool breeze liked it very much,8
962.0,5,very silent and cool air thank you flipkart and seller,10
964.0,3,cooling is ok but it smells too bad,8
965.0,5,nice product by crompton nice cooling and air delivery,9
970.0,5,product was good,3
976.0,5,value for money,3
981.0,5,good swing cooling i am very happy,7
982.0,4,nice cooling wonderful product,4
983.0,5,very nice product i give 5 star,7
991.0,1,water pump was not working,5
994.0,5,best product in best price range,6
995.0,1,product wise its finebut this time delivery service was pathetic,10
1000.0,5,very good product,3
1006.0,5,good product good pricing and good performancei love flipkartthanks,9
1011.0,3,new product very good cooler,5
1015.0,5,good product recommended for usage,5
1016.0,2,got a damaged one,4
1019.0,4,awesome product superb cooling,4
1022.0,5,great product definitely worth a buy,6
1027.0,5,nice but wheel quality low,5
1033.0,5,best cooler using 15 days,5
1038.0,2,normal fin cooler,3
1041.0,1,not working after3 months,4
1042.0,5,the best exper,3
